Cluster 5,Cluster 10,Cluster 15,Cluster 20,Cluster 25,Cluster 30,Cluster 35,Cluster 40,Name,State,MSA,Total Population (2019),Population Change,Median Age,% Population in Labor Force,% Population in Poverty,% Population People of Color,$% Population with Bachelor's Degree,% Population Foreign Born,Net Domestic Migration,Higher Education Employment,Higher Education Establishments,Hospital Employment,Hospital Establishments,Higher Education Enrollment,High Research Doctoral Degree Institutions,Total Pell Grant Amounts Awarded,Hospitals/Community Hospitals,Hospital Beds,NIH Research Funding
5,3,15,17,15,11,19,21,Pueblo,CO,PuebloCO,165982,6.232559330278287,39.3,56.10000000000001,18.9,19.57139930835874,21.8,3,28,2329.69,6,3105.06,5,23245,0,2717047,2,383,0
1,2,10,4,3,8,1,29,Lebanon,PA,LebanonPA,139729,6.38642921859891,41,64.5,10.8,13.400224720709373,20.7,4.3999999999999995,64,580.91,2,3421.83,5,2575,0,879100,1,159,0
4,1,12,10,19,10,22,24,Cleveland-Elyria,OH,Cleveland-ElyriaOH,2056898,-1.4229443364265792,41.3,63.5,14.299999999999999,26.596262916294343,31.2,6,-3174,20885.47,52,75535.01,52,119313,2,24908395,31,7853,0
1,2,9,7,20,19,30,20,Scranton--Wilkes-Barre,PA,Scranton--Wilkes-BarrePA,555642,-0.97502642070314,42.7,60.9,14.499999999999998,10.603950025376053,24.8,6,505,7159.21,25,10704.48,17,41293,0,10403766,10,1651,0
4,1,12,10,16,30,6,25,Oklahoma City,OK,Oklahoma CityOK,1382841,13.448052374232923,35.2,65.2,13.900000000000002,26.33599958346621,30.5,7.9,-710,16423.1299999999,55,28617.67,52,120856,1,23399493,31,4541,0
1,2,9,8,20,23,3,40,Bay City,MI,Bay CityMI,104104,-3.746440326935163,43.4,58.8,15.8,5.31775916391301,19.3,1.4000000000000001,-12,2170.1,2,1912.64,6,11105,0,2942525,2,364,0
1,2,9,8,10,25,3,32,Johnson City,TN,Johnson CityTN,202049,3.2257899711344518,42.3,56.599999999999994,17.5,6.9517790239001425,26,3.2,660,2988.54,7,5521.96,10,18851,1,6619469,5,842,0
4,8,10,4,4,24,17,39,La Crosse-Onalaska,WI-MN,La Crosse-OnalaskaWI-MN,136542,3.4056571623310328,37.2,67.2,12.2,8.260461982393695,33.4,2.8000000000000003,-187,3441.72999999999,4,8237.27,3,20796,0,3593613,2,393,0
4,8,14,20,4,24,17,39,Manchester-Nashua,NH,Manchester-NashuaNH,413035,3.3737533005468556,40.7,70.1,7.8,10.56593266914426,38.1,9.700000000000001,2808,5863.44,23,10589.99,16,16622,0,2467443,5,852,0
5,2,8,16,7,7,27,9,Salem,OR,SalemOR,422678,10.175972724358061,36.6,61.3,13.900000000000002,17.397167583834502,24.9,11.600000000000001,1624,2942.69,26,6140.62,6,27437,0,6625253,4,568,0
1,2,10,7,20,19,30,20,Grand Junction,CO,Grand JunctionCO,151218,6.278991313148352,39.7,62.2,14.2,5.988043751405256,28.199999999999996,4.1000000000000005,1201,1975.11,4,4789.66,11,12412,0,4892241,3,378,0
5,4,11,6,9,28,9,37,Lafayette,LA,LafayetteLA,489914,83.28108282018091,36,62.1,19.1,29.448229689292404,23.400000000000002,3.3000000000000003,-962,3422.99,8,8765.11999999999,48,35066,1,14957231,14,1316,0
1,2,9,8,10,25,3,32,Charleston,WV,CharlestonWV,264113,-13.130153634638342,43.4,52.2,18.5,8.568302203980872,21.5,1.5,-1241,1568.12,17,8950.38,12,11391,0,3556758,7,1213,0
1,2,10,7,20,7,30,26,Sherman-Denison,TX,Sherman-DenisonTX,131014,9.99319962052203,39.9,62,13.100000000000001,13.500847237699787,20.4,6.3,77,512.56,2,3268.2,9,6926,0,2475653,5,592,0
4,8,14,10,6,30,7,25,Charleston-North Charleston,SC,Charleston-North CharlestonSC,774508,20.653030704282394,37.2,65.2,12.9,32.365579180589485,35.6,5.4,3794,6958.76999999999,20,16439.05,44,45772,0,9852710,9,2048,0
5,8,8,6,9,28,31,3,Bowling Green,KY,Bowling GreenKY,174498,43.194295139544224,35.1,62.7,17.299999999999997,14.522229481140183,26.900000000000002,7.1,245,2896.41,5,3925.09,7,30241,0,7087728,4,680,0
5,3,15,17,15,11,19,21,Anniston-Oxford,AL,Anniston-OxfordAL,114618,-2.160496461770911,39.6,56.699999999999996,17.9,26.33007032054302,18.5,2.7,-265,1396.62,5,1766.77,4,9766,0,2603156,3,244,0
5,3,7,6,9,28,34,28,Fayetteville,NC,FayettevilleNC,519101,45.356768835299974,32.3,63.1,17.9,46.236088930670526,23.7,6.2,120,5779.53,8,10571.43,19,30034,0,9361071,3,754,0
4,8,8,16,22,19,27,5,Bellingham,WA,BellinghamWA,220821,12.667799360181231,37.3,62.4,14.099999999999998,16.671874504689317,34.300000000000004,10.100000000000001,957,3383.95,11,2729.05,2,27960,0,3963151,1,255,0
1,6,13,12,10,18,33,30,Ocala,FL,OcalaFL,353526,8.167167942037668,48.7,46.5,16.1,18.09343584347403,20.1,7.6,4092,971.65,10,4181.53,10,25920,0,4785288,4,718,0
4,8,8,10,6,1,6,7,Syracuse,NY,SyracuseNY,652416,-0.9706881032648162,39.6,61.9,14.2,15.88158475573867,31.8,6.3,-4665,11657.32,17,16036.04,17,78881,2,18934852,6,1943,0
1,2,8,7,20,19,30,5,Springfield,MO,SpringfieldMO,462434,8.154998292661242,36.8,60.9,15.2,8.034660081222402,27.6,2.5,-684,6378.53,16,17234.72,16,58259,0,15097156,5,1514,0
4,8,14,20,4,17,13,16,Sioux Falls,SD,Sioux FallsSD,259348,17.30161242904633,35.2,74.3,8.7,11.72131653222697,33.5,6.2,-287,2409.31,33,15362.1,13,8087,0,1781330,8,1226,4275629
4,8,14,20,4,17,13,39,Rochester,MN,RochesterMN,217964,19.225888324873086,38.4,70.5,8.3,12.645207465453009,38.7,8.5,219,840.18,6,12614.88,8,8973,0,1881055,4,1583,0
4,7,12,10,16,30,6,25,Richmond,VA,RichmondVA,1269530,2.765579403658025,38.8,66.3,11.200000000000001,38.855797027246304,37.4,7.9,2064,15279.27,53,32629.01,62,79389,1,16123578,16,3603,0
1,6,13,12,21,13,33,30,Homosassa Springs,FL,Homosassa SpringsFL,145169,0,56.5,40,15.7,7.233638035668773,18.3,5.4,2076,315.83,2,1490.91,4,495,0,660098,2,332,0
1,2,9,7,20,23,19,40,Muskegon,MI,MuskegonMI,173297,0.04271950029730576,39.3,59,15.5,19.154399672238988,19.7,1.7999999999999998,-152,419.64,2,4778.97,4,6050,0,1465286,2,397,0
1,2,9,8,20,23,3,40,Altoona,PA,AltoonaPA,123157,-3.0801677802173577,43.4,58.699999999999996,14.7,4.536485948829543,21.3,1.2,-229,807.65,3,3841.72,5,4098,0,482012,4,496,0
4,8,2,14,1,9,8,27,Ithaca,NY,IthacaNY,102642,2.0176519699439455,31.1,59.3,18.9,19.760916583854563,53.5,12.9,-614,13177.5,5,1089.35,1,40138,1,6130181,1,159,0
5,3,15,17,12,11,19,21,Lake Charles,LA,Lake CharlesLA,208549,6.178276497602009,36.3,60.9,17,29.278011402596032,21.9,2.8000000000000003,-108,1684.8,4,5472.54,17,13572,0,5384310,7,761,0
4,8,8,10,6,1,6,7,Dayton-Kettering,OH,Dayton-KetteringOH,803543,-4.705188930976334,39.3,62.4,14.6,21.853839806954948,29.599999999999998,4.5,1265,7848.02,31,21723.03,23,81821,3,15757373,12,2275,0
4,3,8,10,6,30,6,25,Birmingham-Hoover,AL,Birmingham-HooverAL,1085330,-2.703308426379558,38.5,61.3,14.099999999999998,35.62243741534833,31.4,4.2,445,10168.26,34,33014.7499999999,34,66209,1,16023356,18,4634,0
1,2,10,4,22,2,26,6,Asheville,NC,AshevilleNC,454351,9.146575829497738,44.2,59.199999999999996,12.2,9.351360512027044,35.5,5.800000000000001,2680,3493.83999999999,22,12391.9499999999,54,23022,0,5629390,6,1267,0
5,3,8,10,6,30,34,25,Greensboro-High Point,NC,Greensboro-High PointNC,762063,7.462680253038179,38.8,62,16,36.99549774756155,29.5,8.799999999999999,2994,10924.48,29,11640.61,13,66458,2,23506489,6,1616,0
1,2,8,16,7,29,16,9,Elkhart-Goshen,IN,Elkhart-GoshenIN,204558,3.9130324350410195,35.6,65.9,12.4,12.718642145503964,19.8,7.8,-677,845.6,1,3664.22,4,1136,0,321649,2,369,0
4,8,14,1,18,5,32,8,Boulder,CO,BoulderCO,322510,11.142509571744142,36.6,68.60000000000001,11.700000000000001,11.02601469721869,62.1,10.7,3016,8593.55,28,5756.53,12,45825,1,16775806,5,638,0
5,2,8,16,7,29,27,5,Corpus Christi,TX,Corpus ChristiTX,428548,1.1401477873203003,35.5,62.1,16.5,9.577223554887668,20.9,8.3,666,4380.96,26,7375.79,21,32182,1,8510443,6,1172,0
5,2,8,16,7,29,27,5,Wichita Falls,TX,Wichita FallsTX,150715,-0.15766496856637335,35.6,61.5,16.2,18.9768768868394,23,6.2,-454,1389.81,6,2742.3,8,7039,0,2344805,6,441,0
4,8,14,11,13,1,20,4,Reno,NV,RenoNV,460924,10.570455308736747,38.5,66.4,11.200000000000001,22.351407173416877,30.8,14.000000000000002,1175,3464.00999999999,15,8820.71,14,43474,1,8636733,7,1245,0
5,3,8,16,12,7,27,5,Tyler,TX,TylerTX,227449,11.82734902381104,36.6,60.8,15.4,23.213555566302777,26.400000000000002,8.3,836,3390.73,5,7568.76,16,29954,0,9437609,8,1207,0
1,2,9,7,20,19,30,20,Medford,OR,MedfordOR,216574,7.9701077338012905,42.6,57.4,15.5,8.690793908779447,27.800000000000004,6.2,1072,462.59,17,4259.61,5,8277,0,1456143,3,519,0
5,5,3,5,8,22,27,15,Yakima,WA,YakimaWA,249697,5.561380220003209,33,62,17.4,22.74196325947048,16.7,18.7,755,1546.85,7,3560.13,3,9567,0,3005236,3,299,0
5,5,3,9,2,15,10,15,Fresno,CA,FresnoCA,984521,8.328400250872004,32.2,61,22.5,34.99529212683122,21.2,21.2,-555,11251.02,21,17156.7,24,113859,0,31775686,8,1692,0
1,2,10,16,22,19,31,3,St. George,UT,St. GeorgeUT,165811,23.709086568233207,37.1,56.39999999999999,11.799999999999999,9.472833527329309,28.1,5.4,1672,2271.25,4,2074.96,7,13886,0,3841924,1,284,0
5,3,8,16,12,7,34,28,Dover,DE,DoverDE,176699,12.605947055149812,37.7,62,13.5,33.8117363425939,23.7,6.1,1159,3526.74,8,2894.19,4,25924,1,9232873,1,385,0
5,5,3,9,2,14,10,33,Brownsville-Harlingen,TX,Brownsville-HarlingenTX,421666,7.139844397127804,31.7,55.800000000000004,28.9,5.679376568184297,17.299999999999997,23,-669,1293.72,4,4170.74,12,12832,0,7182450,6,1069,0
4,8,14,20,4,17,7,16,Boise City,ID,Boise CityID,710743,18.708432849531498,36.3,64.9,11.899999999999999,12.036136831456659,31.7,6.5,8240,8644.3,34,16735.03,37,64711,1,7354783,9,1399,0
1,2,9,7,3,8,1,29,Monroe,MI,MonroeMI,149727,-2.000863964813071,42.6,60.699999999999996,11.1,5.7684986675749865,20.5,2.4,-449,412.11,2,924.91,5,3910,0,779361,1,100,0
5,3,2,14,1,9,15,38,Auburn-Opelika,AL,Auburn-OpelikaAL,161152,19.363010147396498,31.9,61,19.6,29.657093923749006,35.3,5.6000000000000005,-32,5750.32,5,2429.2,2,32442,1,2854451,1,532,0
4,7,4,18,13,27,20,4,Atlantic City-Hammonton,NJ,Atlantic City-HammontonNJ,266105,-2.5834486495193376,41.7,64.60000000000001,13.3,34.24475301102948,28.1,16.5,-218,1612.23,2,5769.14,5,19998,0,7047168,4,848,0
4,1,12,19,19,10,22,24,Columbus,OH,ColumbusOH,2077761,15.53534103249763,36,67.60000000000001,13.200000000000001,24.667947853482666,36.7,8.200000000000001,-11,22389.12,54,54203.14,92,168175,1,26525218,23,5617,0
4,1,12,19,19,10,35,1,San Antonio-New Braunfels,TX,San Antonio-New BraunfelsTX,2468193,19.94433812716798,34.7,63.9,14.399999999999999,19.321787234628733,28.199999999999996,11.799999999999999,6889,23773.86,54,41096.729999999996,82,187736,1,47258880,24,5865,0
4,8,14,20,4,17,7,16,Colorado Springs,CO,Colorado SpringsCO,723498,16.166914736299564,34.6,67.60000000000001,10,19.917539509438864,38.5,6.9,3998,8299.86,39,6596.3,13,92914,1,14337299,5,1000,0
5,5,3,5,8,22,27,15,Yuba City,CA,Yuba CityCA,172469,4.793413537489366,34.5,58.699999999999996,15.5,27.92385878041851,17.7,18,-194,874.57,7,2430.6,4,9535,0,2059513,2,233,0
4,3,8,10,6,1,6,7,Toledo,OH,ToledoOH,644137,-1.4553660215711806,38.1,64.1,16.3,21.066481198875394,26.8,3.3000000000000003,-538,7974.1,16,18429.39,22,66593,2,13419211,13,2369,0
1,2,10,4,22,2,26,6,Santa Fe,NM,Santa FeNM,149293,5.357016838153306,46.3,58.5,12.8,16.21174468997207,41,12,5,1489.13999999999,25,2145.37,9,8155,0,1166166,2,243,0
5,3,15,17,15,11,19,21,Alexandria,LA,AlexandriaLA,153310,0.547630759140838,37.6,55.2,19.5,34.333050681625465,19,2.7,72,1466.23,7,5633.4,22,10239,0,5248704,6,773,0
4,8,14,20,18,17,13,16,Lincoln,NE,LincolnNE,330329,11.576526062636795,33.7,71.39999999999999,12.2,13.365160188781488,39,7.5,328,8715.73,23,8028.98,25,52737,1,8441231,8,1498,0
4,8,10,4,4,24,17,39,Cedar Rapids,IA,Cedar RapidsIA,270056,6.082782406479925,38.4,68.8,10,10.567067571170425,31,3.8,281,3079.18,27,3547.87,21,24528,0,5799697,4,738,0
4,8,8,10,6,1,6,7,Buffalo-Cheektowaga,NY,Buffalo-CheektowagaNY,1130175,-0.6235128808915413,40.8,62.4,14.099999999999998,20.43099519985843,32.5,6.6000000000000005,-3279,10989.05,30,23595.27,27,105355,1,28944122,10,4202,37844503
4,8,10,4,22,24,17,39,Norwich-New London,CT,Norwich-New LondonCT,267390,-1.8247907181671352,41.4,67,9.4,19.258012640712067,33.300000000000004,8.7,-163,2237.40999999999,11,3862.68,17,9728,0,2230004,2,434,0
1,6,13,12,17,18,24,35,Palm Bay-Melbourne-Titusville,FL,Palm Bay-Melbourne-TitusvilleFL,585507,8.310287226938318,47.3,54.50000000000001,11.799999999999999,17.50995291260395,30.2,8.5,6931,3506.47,17,9743.88,26,32002,1,4595494,8,1496,0
4,1,12,19,19,10,35,34,Denver-Aurora-Lakewood,CO,Denver-Aurora-LakewoodCO,2892066,17.353043217152965,36.5,71.39999999999999,8.799999999999999,18.99960097729443,43.8,12.1,15141,34860.03,148,52498.78,64,237679,3,25676556,26,5574,42625632
4,7,4,10,6,1,6,7,New Haven-Milford,CT,New Haven-MilfordCT,857513,0.0963011037857342,40.3,65.3,11.700000000000001,26.69032422832074,35,12.7,-3407,25905.07,40,21233.82,11,87453,1,18095820,8,2265,0
3,1,12,19,19,10,22,24,Minneapolis-St. Paul-Bloomington,MN-WI,Minneapolis-St. Paul-BloomingtonMN-WI,3573609,10.666110075588819,37.1,71.89999999999999,8.6,21.32731924505451,42,10.7,-2868,39755.17,112,72313.63,102,365496,1,29892400,33,6430,156537
3,1,12,19,23,10,35,34,Seattle-Tacoma-Bellevue,WA,Seattle-Tacoma-BellevueWA,3871323,15.352215033629912,37,68.5,9,31.655121517889363,43,18.7,15927,39033.85,175,75094.7099999999,69,268002,1,26088519,28,6737,92373342
4,1,12,10,16,10,35,1,Sacramento-Roseville-Folsom,CA,Sacramento-Roseville-FolsomCA,2315980,9.913568083405956,37.4,61.8,13.4,34.95315158161987,33.5,18.6,-2299,24408.72,46,31436.96,66,244569,1,44742138,17,3907,0
4,1,12,19,19,10,22,24,Pittsburgh,PA,PittsburghPA,2331447,-1.1392041684034293,43.1,62.9,11.200000000000001,13.421750526604292,34.9,3.9,-5591,39076.31,76,61694.24,68,160601,3,32307684,34,7260,0
3,9,6,2,14,4,28,10,Miami-Fort Lauderdale-Pompano Beach,FL,Miami-Fort Lauderdale-Pompano BeachFL,6090660,11.166373935934581,41,63,14.6,29.79406172730049,32.300000000000004,40.699999999999996,4355,42838.46,176,115922.73,251,466057,4,139846332,53,16323,0
3,1,6,19,23,4,28,14,Phoenix-Mesa-Chandler,AZ,Phoenix-Mesa-ChandlerAZ,4761603,16.685736074655686,36.7,62.8,13.700000000000001,22.16782877530949,31.5,14.299999999999999,43383,41731.64,186,73618.61,177,695055,3,82766856,43,9076,5785915
3,1,12,19,19,10,22,24,St. Louis,MO-IL,St. LouisMO-IL,2805190,0.461302814265907,39.3,65.5,11.3,24.185171057931903,34.4,4.8,-5845,38145.49,71,82756.17,115,213379,3,31091553,43,9018,0
3,1,12,19,19,10,22,24,Detroit-Warren-Dearborn,MI,Detroit-Warren-DearbornMI,4317848,-0.6472651265146734,40,62.5,14.499999999999998,30.648114523716448,31.2,10,-4308,37536.99,62,105980.45,178,213026,2,41196962,43,11054,32254098
4,7,4,18,23,20,2,11,San Jose-Sunnyvale-Santa Clara,CA,San Jose-Sunnyvale-Santa ClaraCA,1987846,10.812157726680827,37.1,67.60000000000001,7.5,54.406075722163585,51.5,38.6,555,35079.44,260,34115.89,24,197846,1,20809665,11,3361,0
3,1,12,19,23,10,35,13,Riverside-San Bernardino-Ontario,CA,Riverside-San Bernardino-OntarioCA,4560470,10.83222289757022,34.5,60.4,14.799999999999999,39.48229020254491,21.7,21.3,-11652,36309.74,87,48857.08,67,296177,1,82743272,38,7666,0
3,9,6,19,23,4,28,10,Atlanta-Sandy Springs-Alpharetta,GA,Atlanta-Sandy Springs-AlpharettaGA,5862424,14.386238898537451,36.4,67.2,12.1,46.58492800930127,38.6,13.8,12504,48224.19,139,93379.4199999999,229,325149,5,80600943,44,10646,1418349
3,1,12,19,19,10,22,24,Baltimore-Columbia-Towson,MD,Baltimore-Columbia-TowsonMD,2796733,4.23280758508624,38.4,66.9,10.100000000000001,39.9186836927229,40.300000000000004,10.4,-10939,44592.66,100,74710.53,150,216854,3,36416075,24,6967,0
3,1,12,19,23,10,35,13,San Diego-Chula Vista-Carlsbad,CA,San Diego-Chula Vista-CarlsbadCA,3316073,9.71408134014984,35.8,66,11.600000000000001,29.26371041892021,38.800000000000004,23.400000000000002,-10320,41704.77,121,45718.7,75,469410,3,60304364,19,6121,2234469
3,1,12,19,23,20,2,13,San Francisco-Oakland-Berkeley,CA,San Francisco-Oakland-BerkeleyCA,4701332,10.752766444540708,39,67.5,9,50.972298914435314,49.7,30.7,-5601,53507.8,138,67756.45,111,410293,1,52362907,40,9663,25587315
3,9,6,2,14,20,2,19,Washington-Arlington-Alexandria,DC-VA-MD-WV,Washington-Arlington-AlexandriaDC-VA-MD-WV,6196585,14.397978396773969,37,71.6,7.8,46.53421198934574,50.9,22.8,-17322,71595.72,375,88087.88,231,588021,8,56669857,44,9819,714947
3,9,6,2,14,4,28,10,Houston-The Woodlands-Sugar Land,TX,Houston-The Woodlands-Sugar LandTX,6884138,20.577344419547504,34.3,66.7,13.700000000000001,34.96951978591946,32.800000000000004,23.400000000000002,14367,60764.44,118,115932.64,240,429542,3,97713323,84,15913,0
3,9,6,2,14,4,28,10,Dallas-Fort Worth-Arlington,TX,Dallas-Fort Worth-ArlingtonTX,7320663,18.952677533385387,34.8,68.8,11.700000000000001,31.661681462457704,35.199999999999996,18.7,32164,65395.53,105,113095.06,290,555130,5,86739849,117,16098,0
3,9,1,2,5,3,23,23,Boston-Cambridge-Newton,MA-NH,Boston-Cambridge-NewtonMA-NH,4832346,7.642612908615032,38.7,69.19999999999999,9.3,23.979098350987286,48.1,18.9,-14396,107495.819999999,187,162454.54,163,465068,10,64571543,51,11218,1493582289
3,9,6,2,14,4,28,19,Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,Philadelphia-Camden-WilmingtonPA-NJ-DE-MD,6079130,2.833258734719557,38.8,65.3,12.4,33.39762433111317,37.9,11,-13925,96612.25,179,154254.05,165,465297,8,92844928,66,16257,166663387
3,9,6,2,14,16,23,19,Chicago-Naperville-Elgin,IL-IN-WI,Chicago-Naperville-ElginIL-IN-WI,9508605,1.3207083345898152,37.5,66.8,11.799999999999999,34.260525071763944,38,17.7,-49738,121732.2,225,198767.85,210,736960,7,112075361,94,24076,17023249
2,10,5,2,14,16,23,2,Los Angeles-Long Beach-Anaheim,CA,Los Angeles-Long Beach-AnaheimCA,13249614,4.132678800428891,36.8,64.9,13.900000000000002,46.41575218719579,34.5,33.1,-36154,172302.85,346,185720.419999999,285,1417716,8,261899936,115,27265,97482958
2,10,5,15,11,12,12,31,New York-Newark-Jersey City,NY-NJ-PA,New York-Newark-Jersey CityNY-NJ-PA,19294236,3.1737877402013837,38.6,64.7,12.8,42.45709962291329,40.400000000000006,29.5,-138257,194460.07,459,428063.799999999,332,1362215,16,409869724,132,48894,87151892
